taxonNo,family,taxon,mainsubject,subject,subpart,category,value,mod,posit,phase,presence,start,end
41397,Annonaceae,Polyceratocarpus ,stamen,connective-prolongation,,size,enlarged,,,,,490,499
41397,Annonaceae,Polyceratocarpus ,stamen,connective-prolongation,,shape-apex,truncate,,,,,512,520
41397,Annonaceae,Polyceratocarpus ,stamen,connective-prolongation,,shape-base,truncate,,,,,512,520
41397,Annonaceae,Polyceratocarpus ,stamen,filament,,subject,filament,,,,,522,554
41397,Annonaceae,Polyceratocarpus ,stamen,filament,,size,short,very,,,,532,542
41397,Annonaceae,Polyceratocarpus ,stamen,filament,,manifestation,obsolete,,,,,546,554
41397,Annonaceae,Polyceratocarpus ,carpel,carpel,,subject,carpel,,,,,556,637
41397,Annonaceae,Polyceratocarpus ,carpel,carpel,,count,20–25,,,,,615,620
41397,Annonaceae,Polyceratocarpus ,carpel,carpel,,count,5–20,,,,,564,569
41397,Annonaceae,Polyceratocarpus ,carpel,carpel,,fusion,free,,,,,570,575
41397,Annonaceae,Polyceratocarpus ,carpel,carpel,,shape,cylindric,,,,,576,607
41397,Annonaceae,Polyceratocarpus ,carpel,carpel,,shape,compressed,,,,,576,607
41397,Annonaceae,Polyceratocarpus ,carpel,carpel,ovule,presence,,biseriate,,,Present,621,637
41397,Annonaceae,Polyceratocarpus ,carpel,stigmas,,subject,stigmas,,,,,639,708
41397,Annonaceae,Polyceratocarpus ,carpel,stigmas,,position,sessile,,,,,647,655
41397,Annonaceae,Polyceratocarpus ,carpel,stigmas,,architecture,sessile,,,,,647,655
41397,Annonaceae,Polyceratocarpus ,carpel,stigmas,,shape,capitate,,,,,656,665
41397,Annonaceae,Polyceratocarpus ,carpel,stigmas,,architecture,capitate,,,,,656,665
41397,Annonaceae,Polyceratocarpus ,carpel,stigmas,,shape,lobed,bi,,,,666,708
41397,Annonaceae,Polyceratocarpus ,carpel,stigmas,,shape,dilated,bi,,,,666,708
41397,Annonaceae,Polyceratocarpus ,carpel,stigmas,,shape,compressed,dorsally,,,,666,708
41397,Annonaceae,Polyceratocarpus ,monocarp,monocarp,,subject,monocarp,,,,,710,853
41397,Annonaceae,Polyceratocarpus ,monocarp,monocarp,,position,sessile,,,,,746,753
41397,Annonaceae,Polyceratocarpus ,monocarp,monocarp,,architecture,sessile,,,,,746,753
41397,Annonaceae,Polyceratocarpus ,monocarp,monocarp,,dehiscence,indehiscent,,,,,720,732
41397,Annonaceae,Polyceratocarpus ,monocarp,monocarp,,shape,cylindrical,,,,,733,745
41397,Annonaceae,Polyceratocarpus ,monocarp,monocarp,stipe,presence,,almost obsolete,,,Present,757,780
41397,Annonaceae,Polyceratocarpus ,monocarp,monocarp,stipe,manifestation,obsolete,almost,,,Present,757,780
41397,Annonaceae,Polyceratocarpus ,monocarp,monocarp,,,many-seeded,,,,,781,793
41397,Annonaceae,Polyceratocarpus ,monocarp,monocarp,,size,long,usually,,,,794,807
41397,Annonaceae,Polyceratocarpus ,monocarp,monocarp,,course,curved,mostly,,,,808,853
41397,Annonaceae,Polyceratocarpus ,monocarp,monocarp,,course,arcuate,mostly,,,,808,853
41397,Annonaceae,Polyceratocarpus ,monocarp,monocarp,,UNK,together,twisted,,,,808,853
41397,Annonaceae,Polyceratocarpus ,monocarp,monocarp,,shape,curved,mostly,,,,808,853
41397,Annonaceae,Polyceratocarpus ,monocarp,monocarp,,shape,arcuate,mostly,,,,808,853
41397,Annonaceae,Polyceratocarpus ,seed,seed,,subject,seed,,,,,855,908
41397,Annonaceae,Polyceratocarpus ,seed,seed,,orientation,horizontal,,,,,861,872
41397,Annonaceae,Polyceratocarpus ,seed,seed,,shape,ellipsoid,,,,,873,883
41397,Annonaceae,Polyceratocarpus ,seed,seed,,shape,compressed,,,,,884,895
41397,Annonaceae,Polyceratocarpus ,seed,seed,,architecture,arillate,not,,,,896,908
41359,Annonaceae,Toussaintia ,plant,plant,,subject,plant,,,,,0,59
41359,Annonaceae,Toussaintia ,plant,plant,,life-form,shrub,Climbing,,,,6,59
41359,Annonaceae,Toussaintia ,plant,plant,indumentum,presence,shrub,of simple hairs,,,Present,6,59
41359,Annonaceae,Toussaintia ,flower,flower,,subject,flower,,,,,61,153
41359,Annonaceae,Toussaintia ,flower,flower,,architecture,solitary,,,,,94,102
41359,Annonaceae,Toussaintia ,flower,flower,,habit,solitary,,,,,94,102
41359,Annonaceae,Toussaintia ,flower,flower,,arrangement,solitary,,,,,94,102
41359,Annonaceae,Toussaintia ,flower,flower,,reproduction,hermaphrodite,,,,,69,83
41359,Annonaceae,Toussaintia ,flower,flower,,position,axillary,extra,,,,84,93
41359,Annonaceae,Toussaintia ,flower,flower,grouping,structure-infl,cyme,borne; 2–3-flowered,on; leafy; shoot,,,106,153
41359,Annonaceae,Toussaintia ,flower,bud,,subject,bud,,,,,155,172
41359,Annonaceae,Toussaintia ,flower,bud,,shape,ovate-oblong,,,,,160,172
41359,Annonaceae,Toussaintia ,flower,bract,,subject,bract,,,,,174,225
41359,Annonaceae,Toussaintia ,flower,bract,bracteole,presence,,round to elliptic,,,Present,185,214
41359,Annonaceae,Toussaintia ,flower,bract,bracteole,shape,round TO elliptic,,,,Present,185,214
41359,Annonaceae,Toussaintia ,flower,bract,,duration,persistent,,,,,215,225
41359,Annonaceae,Toussaintia ,sepal,sepal,,subject,sepal,,,,,227,383
41359,Annonaceae,Toussaintia ,sepal,sepal,,prep,covering; the petals,,,,,268,287
41359,Annonaceae,Toussaintia ,sepal,sepal,margin,presence,,sometimes distinctly raised; of the sepals,,,Present,300,353
41359,Annonaceae,Toussaintia ,sepal,sepal,margin,presence,,of the sepals sometimes distinctly raised,,,Present,300,353
41359,Annonaceae,Toussaintia ,sepal,sepal,margin,prominence,raised,sometimes; distinctly,,,Present,300,353
41359,Annonaceae,Toussaintia ,sepal,sepal,,count,3,,,,,234,236
41359,Annonaceae,Toussaintia ,sepal,sepal,,dehiscence,valvate,,,,,237,245
41359,Annonaceae,Toussaintia ,sepal,sepal,,arrangement,valvate,,,,,237,245
41359,Annonaceae,Toussaintia ,sepal,sepal,,aestivation,valvate,,,,,237,245
41359,Annonaceae,Toussaintia ,sepal,sepal,,thickness,thick,,,,,246,252
41359,Annonaceae,Toussaintia ,sepal,sepal,,fusion,free,,,,,253,258
41359,Annonaceae,Toussaintia ,sepal,sepal,bud,presence,,,,,Present,291,299
41359,Annonaceae,Toussaintia ,sepal,sepal,bud,presence,,-ribbed; 3; count; are,,,Present,362,383
41359,Annonaceae,Toussaintia ,sepal,sepal,bud,shape,ribbed,3; count; are,,,Present,362,383
41359,Annonaceae,Toussaintia ,sepal,sepal,bud,architecture,ribbed,3; count; are,,,Present,362,383
41359,Annonaceae,Toussaintia ,petal,petal,,subject,petal,,,,,385,476
41359,Annonaceae,Toussaintia ,petal,petal,,count,2,,,,,408,409
41359,Annonaceae,Toussaintia ,petal,petal,,count,6–10,,,,,392,397
41359,Annonaceae,Toussaintia ,petal,petal,whorls,presence,,definite,,,Present,410,432
41359,Annonaceae,Toussaintia ,petal,petal,whorls,count,2–3,definite,,,Present,410,432
41359,Annonaceae,Toussaintia ,petal,petal,whorls,presence,,irregular,,,Present,433,450
41359,Annonaceae,Toussaintia ,petal,petal,,arrangement,imbricate,,,,,451,461
41359,Annonaceae,Toussaintia ,petal,petal,,aestivation,imbricate,,,,,451,461
41359,Annonaceae,Toussaintia ,petal,petal,,fusion,free,,,,,462,467
41359,Annonaceae,Toussaintia ,petal,petal,,comparison,subequal,,,,,468,476
41359,Annonaceae,Toussaintia ,stamen,stamen,,subject,stamen,,,,,478,596
41359,Annonaceae,Toussaintia ,stamen,stamen,,,arranged,,,,,501,509
41359,Annonaceae,Toussaintia ,stamen,stamen,,shape,linear,,,,,577,583
41359,Annonaceae,Toussaintia ,stamen,stamen,,arrangement,linear,,,,,577,583
41359,Annonaceae,Toussaintia ,stamen,stamen,androgynophore,presence,,remarkably developed cylindrical,,,Present,526,576
41359,Annonaceae,Toussaintia ,stamen,stamen,,,cuneiform,,,,,587,596
41359,Annonaceae,Toussaintia ,stamen,connective,,subject,connective,,,,,598,671
41359,Annonaceae,Toussaintia ,stamen,connective,,size,expanded,,,,,617,625
41359,Annonaceae,Toussaintia ,stamen,connective,,shape,capitate,distinctly,above,,,629,654
41359,Annonaceae,Toussaintia ,stamen,connective,,architecture,capitate,distinctly,above,,,629,654
41359,Annonaceae,Toussaintia ,stamen,connective,,thickness,thick,,,,,610,616
41359,Annonaceae,Toussaintia ,stamen,connective,,,anther-cells,,,,,659,671
41359,Annonaceae,Toussaintia ,carpel,carpel,,subject,carpel,,,,,673,789
41359,Annonaceae,Toussaintia ,carpel,carpel,,count,6–20,,,,,754,758
41359,Annonaceae,Toussaintia ,carpel,carpel,,count,numerous,,,,,681,690
41359,Annonaceae,Toussaintia ,carpel,carpel,,,situated,,at; of the androgynophore; apex,,,691,734
41359,Annonaceae,Toussaintia ,carpel,carpel,,,situated,,at; of; the androgynophore; apex,,,691,734
41359,Annonaceae,Toussaintia ,carpel,carpel,,shape,oblong,linear,,,,735,748
41359,Annonaceae,Toussaintia ,carpel,carpel,ovule,presence,,biseriate or uniseriate,,,Present,759,789
41359,Annonaceae,Toussaintia ,carpel,style,,subject,style,,,,,791,865
41359,Annonaceae,Toussaintia ,carpel,style,,shape,oblong,linear,,,,797,810
41359,Annonaceae,Toussaintia ,carpel,style,stigma,presence,,simple,,,Present,824,841
41359,Annonaceae,Toussaintia ,carpel,style,stigma,pubescence,simple,,,,Present,824,841
41359,Annonaceae,Toussaintia ,carpel,style,stigma,architecture,simple,,,,Present,824,841
41359,Annonaceae,Toussaintia ,carpel,style,,count,2,,,,,850,851
41359,Annonaceae,Toussaintia ,carpel,style,,manifestation,obsolete,,,,,814,823
41359,Annonaceae,Toussaintia ,carpel,style,lobe,presence,,–several,,,Present,851,865
41359,Annonaceae,Toussaintia ,monocarp,monocarp,,subject,monocarp,,,,,867,938
41359,Annonaceae,Toussaintia ,monocarp,monocarp,,shape,ellipsoid TO cylindric,,,,,877,900
41359,Annonaceae,Toussaintia ,monocarp,monocarp,,,several-seeded,,,,,901,916
41359,Annonaceae,Toussaintia ,monocarp,monocarp,,shape,ribbed,longitudinally,,,,917,938
41359,Annonaceae,Toussaintia ,monocarp,monocarp,,architecture,ribbed,longitudinally,,,,917,938
41359,Annonaceae,Toussaintia ,monocarp,seed,,subject,seed,,,,,940,977
41359,Annonaceae,Toussaintia ,monocarp,seed,,,arranged,,,,,957,965
41359,Annonaceae,Toussaintia ,monocarp,seed,,shape,ellipsoid,,,,,946,956
41361,Annonaceae,Uvaria ,plant,plant,,subject,plant,,,,,0,152
41361,Annonaceae,Uvaria ,plant,plant,,habit,straggling,,,,,19,29
41361,Annonaceae,Uvaria ,plant,plant,,,quite,,,,,87,92
41361,Annonaceae,Uvaria ,plant,plant,,habit,climbing,,,,,9,18
41361,Annonaceae,Uvaria ,plant,plant,shrub,presence,,erect,,,Present,33,86
41361,Annonaceae,Uvaria ,plant,plant,tree,presence,,small,,,Present,33,86
41361,Annonaceae,Uvaria ,plant,plant,hair,presence,,stellate and sometimes also simple,,,Present,107,152
41361,Annonaceae,Uvaria ,flower,flower,,subject,flower,,,,,154,331
41361,Annonaceae,Uvaria ,flower,flower,,architecture,solitary,,,,,185,193
41361,Annonaceae,Uvaria ,flower,flower,,habit,solitary,,,,,185,193
41361,Annonaceae,Uvaria ,flower,flower,,arrangement,solitary,,,,,185,193
41361,Annonaceae,Uvaria ,flower,flower,,reproduction,hermaphrodite,usually,,,,162,184
41361,Annonaceae,Uvaria ,flower,flower,grouping,structure-infl,cyme,few-flowered,,,,197,219
41361,Annonaceae,Uvaria ,flower,flower,,position,terminal,these,,,,220,235
41361,Annonaceae,Uvaria ,flower,flower,,position,axillary,extra,,,,236,245
41361,Annonaceae,Uvaria ,flower,flower,,position,axillary,extra,,,,246,277
41361,Annonaceae,Uvaria ,flower,flower,,position,leaf-opposed,extra,,,,246,277
41361,Annonaceae,Uvaria ,flower,flower,,architecture,borne,more rarely,on; old; wood,,,278,312
41361,Annonaceae,Uvaria ,flower,flower,,architecture,sessile,,,,,313,331
41361,Annonaceae,Uvaria ,flower,flower,,architecture,stalked,,,,,313,331
41361,Annonaceae,Uvaria ,flower,bracteole,,subject,bracteole,,,,,333,421
41361,Annonaceae,Uvaria ,flower,bracteole,,position,basal,respectively,,,,347,376
41361,Annonaceae,Uvaria ,flower,bracteole,,position,median,respectively,,,,347,376
41361,Annonaceae,Uvaria ,flower,bracteole,,count,2,,,,,344,346
41361,Annonaceae,Uvaria ,flower,bracteole,base,presence,,of the calyx,,,Present,383,405
41361,Annonaceae,Uvaria ,flower,bracteole,,habit,deciduous,often,,,,406,421
41361,Annonaceae,Uvaria ,flower,bracteole,,duration,deciduous,often,,,,406,421
41361,Annonaceae,Uvaria ,sepal,sepal,,subject,sepal,,,,,423,571
41361,Annonaceae,Uvaria ,sepal,sepal,,fusion,joined,often; ±,,,,442,456
41361,Annonaceae,Uvaria ,sepal,sepal,calyx,life-stage,in_bud,cupular,,,Present,473,517
41361,Annonaceae,Uvaria ,sepal,sepal,calyx,shape,unlobed,±,,remaining,Present,473,517
41361,Annonaceae,Uvaria ,sepal,sepal,calyx,presence,cupular,,,in bud,Present,473,517
41361,Annonaceae,Uvaria ,sepal,sepal,,UNK,anthesis,,,,,521,542
41361,Annonaceae,Uvaria ,sepal,sepal,,UNK,splitting,,,,,521,542
41361,Annonaceae,Uvaria ,sepal,sepal,,count,3,,,,,548,549
41361,Annonaceae,Uvaria ,sepal,sepal,,count,3,,,,,430,432
41361,Annonaceae,Uvaria ,sepal,sepal,,dehiscence,valvate,,,,,433,441
41361,Annonaceae,Uvaria ,sepal,sepal,,arrangement,valvate,,,,,433,441
41361,Annonaceae,Uvaria ,sepal,sepal,,aestivation,valvate,,,,,433,441
41361,Annonaceae,Uvaria ,sepal,sepal,base,presence,,,,,Present,460,469
41361,Annonaceae,Uvaria ,sepal,sepal,calyx,presence,,in bud; cupular,,,Present,473,517
41361,Annonaceae,Uvaria ,sepal,sepal,calyx,presence,,cupular,,in bud,Present,473,517
41361,Annonaceae,Uvaria ,sepal,sepal,calyx,presence,,cupular in bud,,,Present,473,517
41361,Annonaceae,Uvaria ,sepal,sepal,calyx,presence,,,,cupular in bud,Present,473,517
41361,Annonaceae,Uvaria ,sepal,sepal,,,anthesis,,,,,521,542
41361,Annonaceae,Uvaria ,sepal,sepal,,,splitting,,,,,521,542
41361,Annonaceae,Uvaria ,sepal,sepal,lobe,presence,,often irregular,,,Present,550,571
41361,Annonaceae,Uvaria ,petal,petal,,subject,petal,,,,,573,698
41361,Annonaceae,Uvaria ,petal,petal,whorls,presence,,2; count,,,Present,597,605
41361,Annonaceae,Uvaria ,petal,petal,,comparison,equal,,,,,612,617
41361,Annonaceae,Uvaria ,petal,petal,,,those,,,,,621,626
41361,Annonaceae,Uvaria ,petal,petal,,fusion,free,,,,,663,686
41361,Annonaceae,Uvaria ,petal,petal,,fusion,joined,scarcely,,,,663,686
41361,Annonaceae,Uvaria ,petal,petal,,count,6,,,,,580,582
41361,Annonaceae,Uvaria ,petal,petal,,arrangement,imbricate,,,,,583,593
41361,Annonaceae,Uvaria ,petal,petal,,aestivation,imbricate,,,,,583,593
41361,Annonaceae,Uvaria ,petal,petal,,count,3,,,,,609,611
41361,Annonaceae,Uvaria ,petal,petal,whorl,presence,,slightly larger,outer,,Present,634,662
41361,Annonaceae,Uvaria ,petal,petal,whorl,presence,larger,slightly,outer,,Present,634,662
41361,Annonaceae,Uvaria ,petal,petal,base,presence,,,,,Present,690,698
41361,Annonaceae,Uvaria ,stamen,stamen,,subject,stamen,,,,,700,778
41361,Annonaceae,Uvaria ,stamen,stamen,,count,numerous,,,,,708,717
41361,Annonaceae,Uvaria ,stamen,stamen,,reproduction,sterile,sometimes,outer,,,722,760
41361,Annonaceae,Uvaria ,stamen,stamen,,architecture,leaf-like,sometimes,outer,,,722,760
41361,Annonaceae,Uvaria ,stamen,stamen,,shape,linear,,,,,761,778
41361,Annonaceae,Uvaria ,stamen,stamen,,shape,obconic,linear,,,,761,778
41361,Annonaceae,Uvaria ,stamen,stamen,,position,lateral,anther-cells,,,,780,800
41361,Annonaceae,Uvaria ,stamen,stamen,,dehiscence,extrorse,,,,,804,812
41361,Annonaceae,Uvaria ,stamen,connective,,subject,connective,,,,,814,872
41361,Annonaceae,Uvaria ,stamen,connective,,shape-apex,truncate,,,,,825,833
41361,Annonaceae,Uvaria ,stamen,connective,,shape-base,truncate,,,,,825,833
41361,Annonaceae,Uvaria ,stamen,connective,,,prolonged,,into; tapering; appendage,,,837,872
41361,Annonaceae,Uvaria ,stamen,filament,,subject,filament,,,,,874,904
41361,Annonaceae,Uvaria ,stamen,filament,,size,short,very,,,,884,894
41361,Annonaceae,Uvaria ,stamen,filament,,presence,Absent,,,,Absent,898,904
41361,Annonaceae,Uvaria ,stamen,filament,,presence,absent,,,,,898,904
41361,Annonaceae,Uvaria ,carpel,carpel,,subject,carpel,,,,,906,1011
41361,Annonaceae,Uvaria ,carpel,carpel,ovule,presence,,numerous biseriate,,,Present,958,988
41361,Annonaceae,Uvaria ,carpel,carpel,,count,1–3,,,,,1007,1010
41361,Annonaceae,Uvaria ,carpel,carpel,,fusion,free,,,,,931,936
41361,Annonaceae,Uvaria ,carpel,carpel,,shape,linear,,,,,937,957
41361,Annonaceae,Uvaria ,carpel,carpel,,shape,cylindric,,,,,937,957
41361,Annonaceae,Uvaria ,carpel,style,,subject,style,,,,,1013,1047
41361,Annonaceae,Uvaria ,carpel,style,,presence,Absent,,,,Absent,1019,1025
41361,Annonaceae,Uvaria ,carpel,style,,presence,absent,,,,,1019,1025
41361,Annonaceae,Uvaria ,carpel,style,,development,developed,scarcely,,,,1029,1047
41361,Annonaceae,Uvaria ,carpel,stigma,,subject,stigma,,,,,1049,1121
41361,Annonaceae,Uvaria ,carpel,stigma,,shape,horseshoe-shaped,,,,,1056,1089
41361,Annonaceae,Uvaria ,carpel,stigma,,shape,funnel-shaped,,,,,1056,1089
41361,Annonaceae,Uvaria ,carpel,stigma,,orientation,down,slit,,,,1097,1106
41361,Annonaceae,Uvaria ,carpel,stigma,,,side,,inner,,,1111,1121
41361,Annonaceae,Uvaria ,monocarp,monocarp,,subject,monocarp,,,,,1123,1304
41361,Annonaceae,Uvaria ,monocarp,monocarp,,count,1,,,,,1195,1196
41361,Annonaceae,Uvaria ,monocarp,monocarp,,wetness,dry,,,,,1247,1250
41361,Annonaceae,Uvaria ,monocarp,monocarp,,shape,fleshy,sometimes,,,,1254,1270
41361,Annonaceae,Uvaria ,monocarp,monocarp,,texture,fleshy,sometimes,,,,1254,1270
41361,Annonaceae,Uvaria ,monocarp,monocarp,,dehiscence,indehiscent,,,,,1133,1145
41361,Annonaceae,Uvaria ,monocarp,monocarp,,shape,globose TO cylindrical,,,,,1146,1169
41361,Annonaceae,Uvaria ,monocarp,monocarp,,architecture,stipitate,,,,,1170,1194
41361,Annonaceae,Uvaria ,monocarp,monocarp,,architecture,subsessile,,,,,1170,1194
41361,Annonaceae,Uvaria ,monocarp,monocarp,,,–many-seeded,,,,,1196,1209
41361,Annonaceae,Uvaria ,monocarp,monocarp,,architecture,grooved,sometimes,between; seed,,,1210,1246
41361,Annonaceae,Uvaria ,monocarp,monocarp,,maturation,ripe,,,,,1276,1281
41361,Annonaceae,Uvaria ,monocarp,monocarp,,,sweet,often,,,,1282,1304
41361,Annonaceae,Uvaria ,monocarp,monocarp,,,edible,often,,,,1282,1304
41361,Annonaceae,Uvaria ,seed,seed,,subject,seed,,,,,1306,1363
41361,Annonaceae,Uvaria ,seed,seed,,orientation,horizontal,,,,,1312,1334
41361,Annonaceae,Uvaria ,seed,seed,,orientation,oblique,,,,,1312,1334
41361,Annonaceae,Uvaria ,seed,seed,aril,presence,,small,,,Absent,1343,1363
41388,Annonaceae,Uvariastrum ,plant,plant,,subject,plant,,,,,0,104
41388,Annonaceae,Uvariastrum ,plant,plant,,pubescence,glabrous,,,,,32,78
41388,Annonaceae,Uvariastrum ,plant,plant,,pubescence,indumentum,of simple hairs,,,,32,78
41388,Annonaceae,Uvariastrum ,plant,plant,,pubescence,stellate,also,,,,83,96
41388,Annonaceae,Uvariastrum ,plant,plant,,shape,stellate,also,,,,83,96
41388,Annonaceae,Uvariastrum ,plant,plant,,arrangement,stellate,also,,,,83,96
41388,Annonaceae,Uvariastrum ,plant,plant,,life-form,shrub,,,,,6,31
41388,Annonaceae,Uvariastrum ,plant,plant,,life-form,tree,small,,,,6,31
41388,Annonaceae,Uvariastrum ,plant,plant,indumentum,presence,glabrous,of simple hairs,,,Present,32,78
41388,Annonaceae,Uvariastrum ,plant,plant,,,<i>u,,,,,100,104
41388,Annonaceae,Uvariastrum ,plant,plant,,UNK,diels,modestum</i>,,,,106,124
41388,Annonaceae,Uvariastrum ,flower,flower,,subject,flower,,,,,127,231
41388,Annonaceae,Uvariastrum ,flower,flower,,reproduction,hermaphrodite,,,,,135,169
41388,Annonaceae,Uvariastrum ,flower,flower,,reproduction,unisexual,rarely,,,,135,169
41388,Annonaceae,Uvariastrum ,flower,flower,,position,axillary,extra,,,,170,179
41388,Annonaceae,Uvariastrum ,flower,flower,,arrangement,solitary,,,,,180,199
41388,Annonaceae,Uvariastrum ,flower,flower,,arrangement,paired,,,,,180,199
41388,Annonaceae,Uvariastrum ,flower,flower,,architecture,borne,sometimes,on; old; wood,,,200,231
41388,Annonaceae,Uvariastrum ,flower,bud,,subject,bud,,,,,233,245
41388,Annonaceae,Uvariastrum ,flower,bud,,shape,conical,,,,,238,245
41388,Annonaceae,Uvariastrum ,flower,bracteole,,subject,bracteole,,,,,247,277
41388,Annonaceae,Uvariastrum ,flower,bracteole,,count,1,,,,,257,259
41388,Annonaceae,Uvariastrum ,flower,bracteole,,habit,deciduous,usually,,,,260,277
41388,Annonaceae,Uvariastrum ,flower,bracteole,,duration,deciduous,usually,,,,260,277
41388,Annonaceae,Uvariastrum ,sepal,sepal,,subject,sepal,,,,,279,429
41388,Annonaceae,Uvariastrum ,sepal,sepal,,UNK,time,which,,,,336,346
41388,Annonaceae,Uvariastrum ,sepal,sepal,,count,3,,,,,286,288
41388,Annonaceae,Uvariastrum ,sepal,sepal,,dehiscence,valvate,,,,,289,297
41388,Annonaceae,Uvariastrum ,sepal,sepal,,arrangement,valvate,,,,,289,297
41388,Annonaceae,Uvariastrum ,sepal,sepal,,aestivation,valvate,,,,,289,297
41388,Annonaceae,Uvariastrum ,sepal,sepal,,fusion,free,,,,,298,303
41388,Annonaceae,Uvariastrum ,sepal,sepal,petal,presence,,,,in bud,Present,314,332
41388,Annonaceae,Uvariastrum ,sepal,sepal,petal,presence,,in bud,,,Present,314,332
41388,Annonaceae,Uvariastrum ,sepal,sepal,petal,life-stage,in_bud,,,,Present,314,332
41388,Annonaceae,Uvariastrum ,sepal,sepal,ridge,presence,,wing-like,,,Present,347,393
41388,Annonaceae,Uvariastrum ,sepal,sepal,,pubescence,pubescent,often; densely; ferruginous,,,,394,429
41388,Annonaceae,Uvariastrum ,petal,petal,,subject,petal,,,,,431,541
41388,Annonaceae,Uvariastrum ,petal,petal,whorls,presence,,2; count,,,Present,444,452
41388,Annonaceae,Uvariastrum ,petal,petal,,dehiscence,valvate,,,,,472,479
41388,Annonaceae,Uvariastrum ,petal,petal,,arrangement,valvate,,,,,472,479
41388,Annonaceae,Uvariastrum ,petal,petal,,aestivation,valvate,,,,,472,479
41388,Annonaceae,Uvariastrum ,petal,petal,whorl,presence,,imbricate,inner,,Present,489,510
41388,Annonaceae,Uvariastrum ,petal,petal,whorl,arrangement,imbricate,,inner,,Present,489,510
41388,Annonaceae,Uvariastrum ,petal,petal,whorl,aestivation,imbricate,,inner,,Present,489,510
41388,Annonaceae,Uvariastrum ,petal,petal,,count,6,,,,,438,440
41388,Annonaceae,Uvariastrum ,petal,petal,,count,3,,,,,456,458
41388,Annonaceae,Uvariastrum ,petal,petal,species,presence,,,,,Present,518,526
41388,Annonaceae,Uvariastrum ,petal,petal,,fusion,free,,,,,527,532
41388,Annonaceae,Uvariastrum ,petal,petal,,comparison,subequal,,,,,533,541
41388,Annonaceae,Uvariastrum ,stamen,stamen,,subject,stamen,,,,,543,598
41388,Annonaceae,Uvariastrum ,stamen,stamen,cell,presence,,lateral,,,Present,569,586
41388,Annonaceae,Uvariastrum ,stamen,stamen,cell,position,lateral,,,,Present,569,586
41388,Annonaceae,Uvariastrum ,stamen,stamen,,count,numerous,,,,,551,560
41388,Annonaceae,Uvariastrum ,stamen,stamen,,shape,linear,,,,,561,568
41388,Annonaceae,Uvariastrum ,stamen,stamen,,arrangement,linear,,,,,561,568
41388,Annonaceae,Uvariastrum ,stamen,stamen,,dehiscence,extrorse,,,,,590,598
41388,Annonaceae,Uvariastrum ,stamen,stamen,,,prolongation,,,,,600,612
41388,Annonaceae,Uvariastrum ,stamen,stamen,connective,presence,,± capitate,,,Present,616,641
41388,Annonaceae,Uvariastrum ,stamen,stamen,connective,shape,capitate,±,,,Present,616,641
41388,Annonaceae,Uvariastrum ,stamen,stamen,connective,architecture,capitate,±,,,Present,616,641
41388,Annonaceae,Uvariastrum ,stamen,filament,,subject,filament,,,,,643,663
41388,Annonaceae,Uvariastrum ,stamen,filament,,size,short,very,,,,653,663
41388,Annonaceae,Uvariastrum ,carpel,carpel,,subject,carpel,,,,,665,766
41388,Annonaceae,Uvariastrum ,carpel,carpel,,count,3–15,,,,,673,677
41388,Annonaceae,Uvariastrum ,carpel,carpel,,shape,cylindric,,,,,689,710
41388,Annonaceae,Uvariastrum ,carpel,carpel,,shape,obconic,linear,,,,689,710
41388,Annonaceae,Uvariastrum ,carpel,carpel,,relief,angular,sometimes,,,,711,729
41388,Annonaceae,Uvariastrum ,carpel,carpel,,shape,angular,sometimes,,,,711,729
41388,Annonaceae,Uvariastrum ,carpel,carpel,,fusion,free,,,,,730,735
41388,Annonaceae,Uvariastrum ,carpel,carpel,ovule,presence,,numerous biseriate,,,Present,736,766
41388,Annonaceae,Uvariastrum ,carpel,style,,subject,style,,,,,768,784
41388,Annonaceae,Uvariastrum ,carpel,style,,size,short,very,,,,774,784
41388,Annonaceae,Uvariastrum ,carpel,stigma,,subject,stigma,,,,,786,845
41388,Annonaceae,Uvariastrum ,carpel,stigma,,shape,broadened,,,,,793,803
41388,Annonaceae,Uvariastrum ,carpel,stigma,,shape,lobed,bi,,,,804,825
41388,Annonaceae,Uvariastrum ,carpel,stigma,,shape,irregular,bi,,,,804,825
41388,Annonaceae,Uvariastrum ,carpel,stigma,,relief,rugose,,,,,826,845
41388,Annonaceae,Uvariastrum ,carpel,stigma,,relief,verrucose,,,,,826,845
41388,Annonaceae,Uvariastrum ,monocarp,monocarp,,subject,monocarp,,,,,847,979
41388,Annonaceae,Uvariastrum ,monocarp,monocarp,,dehiscence,indehiscent,,,,,857,869
41388,Annonaceae,Uvariastrum ,monocarp,monocarp,,shape,ellipsoid,,,,,870,893
41388,Annonaceae,Uvariastrum ,monocarp,monocarp,,shape,cylindric,,,,,870,893
41388,Annonaceae,Uvariastrum ,monocarp,monocarp,,architecture,stipitate,,,,,894,904
41388,Annonaceae,Uvariastrum ,monocarp,monocarp,,,few–many-seeded,,,,,905,921
41388,Annonaceae,Uvariastrum ,monocarp,monocarp,,size,constricted,somewhat,between; seed,,,922,961
41388,Annonaceae,Uvariastrum ,monocarp,monocarp,,texture,succulent,usually,,,,962,979
41388,Annonaceae,Uvariastrum ,seed,seed,,subject,seed,,,,,981,1016
41388,Annonaceae,Uvariastrum ,seed,seed,,orientation,horizontal,±,,,,987,1000
